budget,usecase,cpu_brand_pref,gpu_brand_pref,cpu_id,gpu_id,mobo_id,ram_id,ssd_id,psu_id,case_id,cooler_id,total_price,quality_score
653808,AI-ML,Intel,,99,115,319,135,140,146,302,283,653600.0,0
298694,Gaming,,NVIDIA,91,167,225,244,60,65,80,76,298200.0,0
44503,AI-ML,AMD,NVIDIA,160,20,293,131,178,300,77,0,88499.0,0
220933,Editing,,NVIDIA,86,107,225,244,59,195,203,155,218800.0,0
101938,AI-ML,Intel,,93,20,43,50,178,62,77,73,102700.0,0
118014,AI-ML,AMD,AMD,160,117,183,50,178,62,77,0,121299.0,0
303207,Gaming,,,91,167,225,54,139,65,67,76,302900.0,0
180731,Gaming,,,325,166,225,51,178,195,313,153,174200.0,0
146099,Gaming,,AMD,325,120,225,51,56,142,305,153,153900.0,0
399118,AI-ML,Intel,,99,167,46,135,262,65,67,156,398800.0,0
297250,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
298519,General Use,Intel,NVIDIA,14,0,43,50,139,62,313,73,90200.0,0
249035,Editing,,NVIDIA,94,166,43,50,60,181,148,76,248800.0,0
44507,AI-ML,,,93,20,43,131,178,300,77,287,92280.0,0
28932,Gaming,,NVIDIA,93,18,43,48,177,300,77,287,76280.0,0
182663,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
43596,Gaming,AMD,AMD,160,27,293,48,177,300,77,0,76999.0,0
297875,Editing,Intel,AMD,17,169,43,50,60,65,80,156,297400.0,0
120196,AI-ML,Intel,,14,20,43,50,139,62,77,285,119880.0,0
651539,Gaming,AMD,,164,115,40,135,60,146,280,159,648800.0,0
400730,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
64623,Gaming,,AMD,93,27,43,48,177,300,77,72,83700.0,0
97859,General Use,Intel,,14,0,43,50,139,61,313,73,88700.0,0
25144,Gaming,,,93,18,43,48,177,300,77,287,76280.0,0
39484,General Use,Intel,,93,0,43,48,177,300,77,287,53780.0,0
150501,Gaming,AMD,NVIDIA,325,107,225,51,178,195,68,153,158900.0,0
398117,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
183128,AI-ML,Intel,AMD,14,30,43,50,139,195,281,153,182800.0,0
498317,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
247077,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
180964,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
64938,Editing,,NVIDIA,95,20,43,131,178,300,77,72,96700.0,0
296224,AI-ML,AMD,NVIDIA,91,167,225,244,60,65,148,76,296200.0,0
217625,Gaming,AMD,AMD,88,169,225,52,57,195,203,75,210300.0,0
99285,Editing,Intel,,11,27,43,131,178,61,77,73,101699.0,0
99488,Gaming,AMD,,160,105,293,49,177,61,77,0,96999.0,0
246346,AI-ML,Intel,AMD,94,169,43,50,59,181,314,155,246000.0,0
299825,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
651427,Editing,Intel,,102,115,128,135,140,146,211,283,647300.0,0
33514,Gaming,AMD,NVIDIA,160,18,293,48,177,300,77,0,72499.0,0
148391,Editing,,NVIDIA,7,105,225,52,139,142,305,153,155900.0,0
61752,AI-ML,Intel,,93,20,43,131,178,300,77,287,92280.0,0
84821,General Use,,,325,0,225,51,57,180,305,73,86600.0,0
55990,Editing,AMD,AMD,160,27,293,131,178,300,77,0,85499.0,0
153553,Gaming,,AMD,325,120,225,51,178,195,68,153,157900.0,0
62157,Editing,,,93,27,43,131,178,300,77,287,89280.0,0
123726,AI-ML,Intel,NVIDIA,14,20,43,50,139,62,79,153,123300.0,0
654325,Editing,AMD,AMD,164,121,40,135,140,146,212,283,651300.0,0
150675,Editing,AMD,NVIDIA,7,105,225,52,139,195,68,153,157400.0,0
101939,General Use,AMD,AMD,325,0,225,51,139,62,313,73,92100.0,0
52649,General Use,AMD,,160,0,293,49,56,300,77,0,53499.0,0
502560,AI-ML,,NVIDIA,91,114,40,135,60,146,209,156,465300.0,0
177627,Editing,,,88,29,225,53,139,195,313,153,171400.0,0
148636,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
298817,General Use,Intel,AMD,14,0,43,50,139,62,313,73,90200.0,0
75376,General Use,,AMD,327,0,35,243,178,141,78,0,69999.0,0
654077,Gaming,Intel,NVIDIA,102,115,128,135,60,146,151,158,598000.0,0
220571,Gaming,,AMD,88,169,225,52,57,195,203,155,211500.0,0
177577,Gaming,,AMD,88,120,225,52,178,195,79,153,177200.0,0
499940,Editing,AMD,AMD,164,169,40,135,140,146,214,158,499000.0,0
303919,AI-ML,Intel,,17,167,230,50,59,65,314,76,303700.0,0
400831,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
254243,General Use,Intel,NVIDIA,14,0,43,50,139,62,313,73,90200.0,0
150291,Gaming,AMD,AMD,325,120,225,51,178,195,68,153,157900.0,0
502216,AI-ML,Intel,AMD,94,121,46,135,60,146,209,156,475800.0,0
249196,Gaming,AMD,,88,167,225,52,139,181,314,155,227400.0,0
58632,Gaming,AMD,AMD,160,27,293,48,177,300,77,0,76999.0,0
95888,Editing,Intel,NVIDIA,11,20,43,131,178,61,77,73,104699.0,0
53831,Editing,Intel,,93,27,43,131,178,300,77,287,89280.0,0
149592,Gaming,Intel,NVIDIA,14,107,43,243,56,142,305,153,149800.0,0
64805,General Use,AMD,,1,0,183,243,178,300,77,0,60599.0,0
304015,AI-ML,Intel,,17,167,230,50,59,65,314,76,303700.0,0
97289,AI-ML,,AMD,93,117,43,131,178,61,77,73,124200.0,0
50588,Editing,,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
217206,Editing,Intel,AMD,97,120,43,50,59,195,203,75,201400.0,0
246074,AI-ML,Intel,AMD,94,169,43,50,59,181,314,155,246000.0,0
177560,General Use,Intel,AMD,14,0,43,50,139,62,313,73,90200.0,0
398431,AI-ML,Intel,AMD,97,33,46,54,60,65,148,156,404500.0,0
103157,Gaming,AMD,NVIDIA,1,105,293,49,177,62,77,0,100499.0,0
181644,AI-ML,AMD,NVIDIA,327,167,35,50,139,195,305,0,181499.0,0
222692,Editing,AMD,,86,107,225,244,59,195,203,155,218800.0,0
301619,Editing,,,91,166,225,244,60,65,307,76,281500.0,0
52934,AI-ML,,AMD,93,117,43,131,178,300,77,287,117280.0,0
119101,Editing,Intel,AMD,14,116,43,50,57,62,77,285,120380.0,0
27021,General Use,,AMD,93,0,43,130,136,300,77,287,50280.0,0
41890,AI-ML,AMD,AMD,160,117,293,131,178,300,77,0,113499.0,0
33087,AI-ML,,AMD,93,117,43,131,178,300,77,287,117280.0,0
64585,General Use,AMD,,1,0,183,243,178,300,77,0,60599.0,0
645030,AI-ML,AMD,NVIDIA,92,115,125,135,140,146,302,158,645000.0,0
78685,Gaming,AMD,NVIDIA,160,20,293,48,177,141,77,0,81499.0,0
299469,AI-ML,,,91,167,225,244,60,65,314,156,298700.0,0
254116,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
401203,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
298708,AI-ML,,NVIDIA,91,167,225,244,60,65,314,156,298700.0,0
65118,AI-ML,AMD,AMD,160,117,293,131,178,300,77,0,113499.0,0
223406,Editing,AMD,AMD,86,120,225,244,59,195,203,155,217800.0,0
37084,Editing,,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
648259,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
120255,AI-ML,,,326,20,35,50,139,62,78,0,120199.0,0
58757,General Use,Intel,AMD,11,0,43,243,56,300,77,287,64079.0,0
178557,Gaming,Intel,AMD,14,30,43,50,178,195,202,153,178500.0,0
41991,Gaming,AMD,AMD,160,27,293,48,177,300,77,0,76999.0,0
102809,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
101715,Gaming,Intel,AMD,11,28,43,49,177,62,77,73,105699.0,0
82748,AI-ML,,AMD,93,117,43,131,178,180,77,215,123500.0,0
77656,AI-ML,Intel,NVIDIA,93,20,43,131,178,141,77,289,97300.0,0
180539,Editing,,AMD,88,29,225,53,139,195,313,153,171400.0,0
179800,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
43568,Gaming,,,93,18,43,48,177,300,77,287,76280.0,0
181790,Gaming,AMD,NVIDIA,325,166,225,51,178,195,313,153,174200.0,0
102450,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
215255,Gaming,,AMD,88,169,225,52,57,195,203,75,210300.0,0
103578,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
44813,Editing,,AMD,93,27,43,131,178,300,77,287,89280.0,0
124386,AI-ML,AMD,AMD,160,117,183,50,178,62,77,0,121299.0,0
248373,Editing,Intel,AMD,94,169,43,50,59,181,148,155,248000.0,0
36514,Editing,AMD,NVIDIA,160,20,293,131,178,300,77,0,88499.0,0
83721,Editing,AMD,NVIDIA,1,20,293,131,178,180,77,0,92999.0,0
402572,AI-ML,,AMD,86,33,40,54,60,65,307,156,403500.0,0
84417,Editing,,,11,27,43,131,178,180,77,73,101199.0,0
295798,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
62287,AI-ML,AMD,AMD,160,117,293,131,178,300,77,0,113499.0,0
34513,Gaming,,,93,18,43,48,177,300,77,287,76280.0,0
223477,Gaming,Intel,,12,167,43,50,57,195,203,155,209500.0,0
398361,General Use,Intel,NVIDIA,14,0,43,50,139,62,313,73,90200.0,0
152943,Editing,,AMD,88,28,225,52,139,195,68,153,152900.0,0
101175,AI-ML,Intel,NVIDIA,93,20,43,50,178,62,77,73,102700.0,0
118851,AI-ML,,NVIDIA,14,20,43,50,57,62,78,153,118700.0,0
145464,AI-ML,Intel,,11,120,43,50,57,142,77,153,150999.0,0
54234,General Use,Intel,NVIDIA,95,0,43,49,56,300,77,287,58780.0,0
301337,AI-ML,Intel,NVIDIA,94,167,46,50,60,65,69,156,301000.0,0
116065,AI-ML,AMD,,326,20,183,50,57,62,305,0,115799.0,0
148683,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
298306,Gaming,AMD,,91,167,225,244,60,65,80,76,298200.0,0
300100,General Use,Intel,NVIDIA,14,0,43,50,139,62,313,73,90200.0,0
650103,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
121471,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
502091,AI-ML,,AMD,91,121,40,135,60,146,209,156,485300.0,0
498261,Editing,,AMD,164,169,40,135,140,146,211,156,497500.0,0
501621,Editing,AMD,AMD,164,169,40,135,140,146,330,158,500500.0,0
298174,Gaming,Intel,,99,167,43,50,59,65,149,76,298000.0,0
35670,AI-ML,AMD,AMD,160,117,293,131,178,300,77,0,113499.0,0
295731,AI-ML,Intel,NVIDIA,99,167,43,50,59,65,148,76,295500.0,0
645512,General Use,Intel,NVIDIA,14,0,43,50,139,62,313,73,90200.0,0
54752,General Use,,NVIDIA,160,0,293,49,56,300,77,0,53499.0,0
253927,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
148256,AI-ML,,,11,120,43,50,57,142,77,153,150999.0,0
304754,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
36030,AI-ML,Intel,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
300208,Gaming,AMD,,91,167,225,244,60,65,307,154,300200.0,0
399374,General Use,AMD,AMD,325,0,225,51,139,62,313,73,92100.0,0
223353,Editing,Intel,NVIDIA,97,107,43,50,59,195,203,155,203600.0,0
117031,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
180321,Gaming,,NVIDIA,325,166,225,51,178,195,313,153,174200.0,0
66191,Editing,AMD,AMD,160,27,293,131,178,300,77,0,85499.0,0
178141,Editing,AMD,AMD,88,29,225,53,139,195,313,153,171400.0,0
649298,Gaming,,NVIDIA,164,115,40,135,60,146,280,159,648800.0,0
55540,AI-ML,,,93,20,43,131,178,300,77,287,92280.0,0
31860,Editing,Intel,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
102266,Gaming,Intel,,11,105,43,49,177,62,77,73,111699.0,0
60005,AI-ML,Intel,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
175965,AI-ML,,,327,22,35,50,139,195,78,0,158699.0,0
97528,Gaming,Intel,,95,105,43,49,177,61,77,73,106200.0,0
42019,AI-ML,,AMD,93,117,43,131,178,300,77,287,117280.0,0
645058,Gaming,Intel,,102,115,128,54,60,146,302,158,588000.0,0
182246,Gaming,Intel,NVIDIA,14,166,43,50,178,195,313,153,172300.0,0
179595,Editing,Intel,AMD,12,120,43,50,139,195,313,155,178900.0,0
503555,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
398590,Gaming,Intel,,99,167,46,135,60,65,310,159,397500.0,0
57412,AI-ML,,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
63829,Gaming,,,93,27,43,48,177,300,77,287,80780.0,0
64964,Editing,Intel,,95,27,43,131,178,300,77,72,93700.0,0
182256,Editing,Intel,AMD,12,120,43,50,59,195,281,153,182200.0,0
224680,Gaming,AMD,,88,167,225,52,57,195,203,155,216500.0,0
53653,General Use,Intel,AMD,95,0,43,49,56,300,77,287,58780.0,0
303838,AI-ML,AMD,,91,167,225,244,60,65,209,156,303500.0,0
216975,Gaming,AMD,,88,167,225,52,57,195,203,75,215300.0,0
251747,Editing,AMD,NVIDIA,86,165,225,244,59,181,314,155,230200.0,0
496656,General Use,Intel,NVIDIA,14,0,43,50,139,62,313,73,90200.0,0
78229,Gaming,Intel,AMD,93,116,43,48,177,141,77,289,91800.0,0
60305,AI-ML,AMD,NVIDIA,160,20,293,131,178,300,77,0,88499.0,0
53642,AI-ML,,,93,20,43,131,178,300,77,287,92280.0,0
248779,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
38192,Editing,AMD,,160,27,293,131,178,300,77,0,85499.0,0
184243,AI-ML,AMD,AMD,325,120,225,53,139,195,305,153,173400.0,0
59679,Gaming,AMD,,160,18,293,48,177,300,77,0,72499.0,0
61737,Gaming,AMD,AMD,160,27,293,48,177,300,77,0,76999.0,0
53727,Editing,,,93,27,43,131,178,300,77,287,89280.0,0
252367,General Use,Intel,NVIDIA,14,0,43,50,139,62,313,73,90200.0,0
58706,Gaming,AMD,NVIDIA,160,18,293,48,177,300,77,0,72499.0,0
652538,Gaming,AMD,,164,115,40,135,60,146,280,159,648800.0,0
56402,General Use,,NVIDIA,160,0,293,49,56,300,77,0,53499.0,0
32480,AI-ML,AMD,AMD,160,117,293,131,178,300,77,0,113499.0,0
654567,AI-ML,Intel,NVIDIA,99,115,319,135,140,146,302,283,653600.0,0
27149,General Use,,AMD,93,0,43,130,136,300,77,287,50280.0,0
247466,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
252375,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
26540,Editing,,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
498089,General Use,Intel,AMD,14,0,43,50,139,62,313,73,90200.0,0
216913,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
175979,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
62699,General Use,,,11,0,43,243,178,300,77,287,66579.0,0
646319,Gaming,Intel,AMD,102,121,128,135,140,146,280,283,621600.0,0
178500,Editing,Intel,,12,29,43,50,139,195,313,153,160900.0,0
82584,AI-ML,Intel,NVIDIA,93,20,43,131,178,180,77,215,98500.0,0
397250,Editing,,,99,167,46,54,60,65,81,156,371500.0,0
52330,Editing,AMD,,160,27,293,131,178,300,77,0,85499.0,0
148388,Gaming,,AMD,325,120,225,51,56,142,305,153,153900.0,0
397111,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
182269,AI-ML,Intel,,14,22,43,50,139,195,78,153,168700.0,0
123755,Editing,AMD,AMD,325,28,225,52,57,62,77,285,132780.0,0
495025,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
96246,Gaming,AMD,AMD,160,28,293,49,177,61,77,0,90999.0,0
65042,Gaming,Intel,AMD,93,27,43,48,177,300,77,72,83700.0,0
177673,Gaming,Intel,AMD,14,30,43,50,178,195,79,153,177300.0,0
115476,Editing,Intel,AMD,14,116,43,50,57,62,77,286,119980.0,0
101277,Editing,Intel,,14,20,43,50,178,62,77,73,113200.0,0
119753,AI-ML,,AMD,95,117,43,50,178,62,77,285,130880.0,0
395949,Gaming,AMD,,92,167,40,135,60,65,210,156,395900.0,0
223438,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
302695,AI-ML,AMD,NVIDIA,91,167,225,244,60,65,67,156,302200.0,0
650532,Editing,Intel,,102,115,128,135,140,146,211,283,647300.0,0
64011,AI-ML,,NVIDIA,93,20,43,131,178,300,77,72,95200.0,0
495036,Gaming,AMD,,91,121,40,244,60,146,214,156,461800.0,0
653062,Editing,Intel,NVIDIA,102,115,128,135,140,146,212,283,652300.0,0
182770,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
118907,AI-ML,,,14,20,43,50,57,62,78,153,118700.0,0
54390,Editing,,,93,27,43,131,178,300,77,287,89280.0,0
218563,General Use,AMD,AMD,325,0,225,51,139,62,313,73,92100.0,0
253772,General Use,Intel,AMD,14,0,43,50,139,62,313,73,90200.0,0
81144,AI-ML,Intel,,93,20,43,131,178,180,77,215,98500.0,0
652030,Editing,Intel,,102,115,128,135,140,146,211,283,647300.0,0
181829,Gaming,Intel,NVIDIA,14,166,43,50,178,195,313,153,172300.0,0
148931,AI-ML,Intel,,11,120,43,50,57,142,77,153,150999.0,0
120811,Editing,,AMD,325,28,225,52,57,62,77,285,132780.0,0
176591,Editing,AMD,NVIDIA,88,21,225,53,139,195,313,153,170900.0,0
175444,Gaming,AMD,,325,165,225,51,178,195,313,153,162400.0,0
304700,Gaming,Intel,,17,167,232,50,139,65,207,154,304680.0,0
54055,Editing,AMD,AMD,160,27,293,131,178,300,77,0,85499.0,0
41306,AI-ML,,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
245574,Editing,AMD,,86,165,225,244,59,181,314,155,230200.0,0
181232,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
64487,Gaming,AMD,NVIDIA,160,18,293,48,177,300,77,0,72499.0,0
153543,AI-ML,,,11,120,43,50,57,195,77,153,151999.0,0
123594,Gaming,,,2,117,183,243,56,62,77,0,121100.0,0
150494,AI-ML,Intel,,11,120,43,50,57,195,77,153,151999.0,0
148665,Gaming,,NVIDIA,325,107,225,51,56,142,305,153,154900.0,0
39556,Editing,AMD,NVIDIA,160,20,293,131,178,300,77,0,88499.0,0
150053,Gaming,,AMD,325,120,225,51,178,195,68,153,157900.0,0
178876,Gaming,Intel,NVIDIA,14,166,43,50,178,195,313,153,172300.0,0
33130,Gaming,,NVIDIA,93,18,43,48,177,300,77,287,76280.0,0
44061,Editing,AMD,,160,27,293,131,178,300,77,0,85499.0,0
79961,Editing,,,160,27,293,131,178,141,77,0,86999.0,0
176608,Editing,AMD,AMD,88,29,225,53,139,195,313,153,171400.0,0
648526,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
153584,General Use,AMD,AMD,325,0,225,51,139,62,313,73,92100.0,0
29764,AI-ML,,,93,20,43,131,178,300,77,287,92280.0,0
297439,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
76154,Gaming,,NVIDIA,93,20,43,48,177,141,77,289,88800.0,0
184731,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
56406,Gaming,Intel,AMD,93,27,43,48,177,300,77,287,80780.0,0
39051,Gaming,,NVIDIA,93,18,43,48,177,300,77,287,76280.0,0
653064,Editing,,NVIDIA,92,115,125,135,140,146,151,159,653000.0,0
503262,AI-ML,Intel,AMD,94,121,46,135,60,146,209,156,475800.0,0
68379,Editing,AMD,AMD,160,27,293,131,178,300,77,0,85499.0,0
503773,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
501913,AI-ML,Intel,NVIDIA,94,114,46,135,60,146,209,156,455800.0,0
68682,Gaming,AMD,,160,20,293,48,177,300,77,0,79999.0,0
245744,AI-ML,,NVIDIA,7,167,225,244,139,181,79,155,231000.0,0
397080,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
84714,Editing,Intel,AMD,11,27,43,131,178,180,77,73,101199.0,0
250993,Editing,AMD,AMD,86,120,225,244,59,181,314,155,226200.0,0
299850,Gaming,Intel,AMD,17,169,232,50,139,65,148,156,299700.0,0
650942,Editing,,AMD,164,121,40,135,140,146,211,283,646300.0,0
52492,AI-ML,AMD,AMD,160,117,293,131,178,300,77,0,113499.0,0
40143,General Use,Intel,NVIDIA,93,0,43,48,177,300,77,287,53780.0,0
69571,Editing,AMD,,160,27,293,131,178,300,77,0,85499.0,0
398571,General Use,Intel,NVIDIA,14,0,43,50,139,62,313,73,90200.0,0
25947,General Use,Intel,AMD,93,0,43,130,136,300,77,287,50280.0,0
216242,Gaming,AMD,,88,167,225,52,57,195,203,75,215300.0,0
67747,Gaming,Intel,,93,20,43,48,177,300,77,72,86700.0,0
149972,AI-ML,AMD,,1,120,35,50,57,142,77,0,140999.0,0
501126,General Use,AMD,AMD,325,0,225,51,139,62,313,73,92100.0,0
397048,Editing,,,99,167,46,54,60,65,81,156,371500.0,0
178338,Editing,,,88,29,225,53,139,195,313,153,171400.0,0
651692,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
179761,Editing,,NVIDIA,88,21,225,53,139,195,313,153,170900.0,0
77469,General Use,AMD,,327,0,35,243,57,141,78,0,72499.0,0
249587,Editing,,,94,166,43,50,60,181,307,76,249300.0,0
53912,General Use,AMD,AMD,160,0,293,49,56,300,77,0,53499.0,0
38492,Gaming,,NVIDIA,93,18,43,48,177,300,77,287,76280.0,0
60692,AI-ML,Intel,,93,20,43,131,178,300,77,287,92280.0,0
183268,General Use,Intel,AMD,14,0,43,50,139,62,313,73,90200.0,0
503910,AI-ML,,NVIDIA,91,114,40,135,60,146,209,156,465300.0,0
645993,Editing,Intel,,102,115,128,135,140,146,302,283,645800.0,0
60444,AI-ML,AMD,NVIDIA,160,20,293,131,178,300,77,0,88499.0,0
69943,AI-ML,,AMD,93,117,43,131,178,300,77,72,120200.0,0
296422,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
60028,Editing,,AMD,93,27,43,131,178,300,77,287,89280.0,0
180039,AI-ML,,AMD,327,169,35,50,139,195,69,0,179999.0,0
54656,Editing,Intel,AMD,93,27,43,131,178,300,77,287,89280.0,0
396116,Gaming,AMD,AMD,91,33,40,244,59,65,81,156,400300.0,0
52259,Editing,Intel,AMD,93,27,43,131,178,300,77,287,89280.0,0
246044,General Use,Intel,AMD,14,0,43,50,139,62,313,73,90200.0,0
104513,Editing,,,327,20,293,50,178,62,77,0,101999.0,0
149957,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
301037,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
124271,General Use,Intel,NVIDIA,14,0,43,50,139,62,313,73,90200.0,0
216452,AI-ML,,NVIDIA,325,167,225,244,139,195,68,75,212000.0,0
495046,AI-ML,Intel,NVIDIA,94,114,46,135,60,146,209,156,455800.0,0
41517,General Use,,,93,0,43,48,177,300,77,287,53780.0,0
152604,Gaming,,NVIDIA,325,165,225,51,178,195,68,153,161900.0,0
645773,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
215518,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
176675,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
44506,AI-ML,,AMD,93,117,43,131,178,300,77,287,117280.0,0
503529,Gaming,Intel,,99,121,46,244,60,146,214,156,485300.0,0
216327,AI-ML,,,325,167,225,244,139,195,68,75,212000.0,0
76533,Editing,Intel,AMD,95,27,43,131,178,141,77,289,95800.0,0
81351,AI-ML,Intel,AMD,93,117,43,131,178,180,77,215,123500.0,0
58062,AI-ML,,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
96851,General Use,,AMD,325,0,225,51,139,61,313,73,90600.0,0
653371,Gaming,Intel,,102,115,128,135,60,146,151,158,598000.0,0
121754,Editing,,NVIDIA,325,20,225,52,57,62,77,285,126780.0,0
25920,General Use,AMD,,160,0,293,130,136,300,77,0,46499.0,0
33964,Editing,,,93,27,43,131,178,300,77,287,89280.0,0
296002,Gaming,,NVIDIA,91,167,225,244,59,65,209,156,296000.0,0
56721,Editing,AMD,,160,27,293,131,178,300,77,0,85499.0,0
57419,AI-ML,AMD,,160,20,293,131,178,300,77,0,88499.0,0
504560,AI-ML,AMD,NVIDIA,91,114,40,135,60,146,209,156,465300.0,0
403103,Editing,,,99,167,46,54,60,65,70,156,372000.0,0
151594,Editing,Intel,,14,105,43,50,139,195,68,153,139000.0,0
44200,AI-ML,AMD,AMD,160,117,293,131,178,300,77,0,113499.0,0
101201,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
254329,Editing,,NVIDIA,94,167,43,50,59,181,314,282,253800.0,0
223238,Editing,,NVIDIA,86,107,225,244,59,195,203,155,218800.0,0
180084,General Use,Intel,AMD,14,0,43,50,139,62,313,73,90200.0,0
650380,Editing,AMD,AMD,164,121,40,135,140,146,211,283,646300.0,0
183613,General Use,AMD,AMD,325,0,225,51,139,62,313,73,92100.0,0
78352,Editing,,AMD,160,27,293,131,178,141,77,0,86999.0,0
153908,AI-ML,Intel,,11,120,43,50,57,195,77,153,151999.0,0
402154,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
399745,Gaming,AMD,AMD,91,33,40,244,59,65,81,156,400300.0,0
82452,AI-ML,,,93,20,43,131,178,180,77,215,98500.0,0
297656,AI-ML,Intel,,99,167,43,50,59,65,69,156,297500.0,0
32347,Editing,AMD,,160,27,293,131,178,300,77,0,85499.0,0
59506,AI-ML,,,93,20,43,131,178,300,77,287,92280.0,0
246088,AI-ML,,AMD,7,169,225,244,139,181,79,155,226000.0,0
149828,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
66936,Editing,Intel,AMD,95,27,43,131,178,300,77,72,93700.0,0
28308,General Use,,,93,0,43,130,136,300,77,287,50280.0,0
118681,Editing,AMD,AMD,325,116,225,52,57,62,77,285,129780.0,0
118749,Editing,,AMD,325,116,225,52,57,62,77,285,129780.0,0
245222,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
80521,Editing,AMD,,1,27,293,131,178,180,77,0,89999.0,0
76177,Gaming,,NVIDIA,93,20,43,48,177,141,77,289,88800.0,0
181088,General Use,Intel,AMD,14,0,43,50,139,62,313,73,90200.0,0
217751,General Use,Intel,NVIDIA,14,0,43,50,139,62,313,73,90200.0,0
153814,Editing,,AMD,88,28,225,52,139,195,68,153,152900.0,0
119819,Gaming,,,2,29,183,243,56,62,77,0,116600.0,0
499018,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
502466,Gaming,Intel,AMD,99,121,46,244,60,146,214,156,485300.0,0
61843,General Use,Intel,AMD,11,0,43,243,178,300,77,287,66579.0,0
61776,AI-ML,AMD,NVIDIA,160,20,293,131,178,300,77,0,88499.0,0
299840,AI-ML,AMD,AMD,91,169,225,244,60,65,81,156,299700.0,0
145008,Editing,Intel,AMD,14,28,43,50,139,142,305,153,131500.0,0
219498,Gaming,AMD,,88,167,225,52,57,195,203,75,215300.0,0
500827,General Use,Intel,NVIDIA,14,0,43,50,139,62,313,73,90200.0,0
33410,Gaming,AMD,AMD,160,27,293,48,177,300,77,0,76999.0,0
67862,Gaming,Intel,NVIDIA,93,20,43,48,177,300,77,72,86700.0,0
99684,Editing,Intel,AMD,11,27,43,131,178,61,77,73,101699.0,0
397483,Gaming,Intel,,99,167,46,135,60,65,70,159,397000.0,0
